track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007,50,49,30,1,2,93,,Major,63,21,52,28,0,9,3,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,11/12/2021,USUG12103690,"1,912",33.1,"842,558,786","55,074","40,675,939",74.0,"290,178,261","6,813,320","169,911","110,877,621","743,331,968","25,836,314",86.0,"1,865",77,9.0,"21,290",24.0,"9,689,583","25,854",,"827,246",,1
Oh My God,Adele,1,2021,11,19,4431,0,466214729,105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5,Oh My God,30,Adele,11/19/2021,USSM12105973,"1,327",40.8,"562,200,390","66,469","27,321,505",68.0,"175,552,661","2,085,739","53,453","28,692,207","324,045,421","3,501,820,871",143.0,"203,961",150,36.0,"1,269,793",35.0,"69,857,344","26,946",,"3,418,829",,0
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480,32,0,12,0,0,170,F,Minor,70,61,44,40,0,37,4,Entre Nosotros (Remix) [con Nicki Nicole],Entre Nosotros (Remix) [con Nicki Nicole],Tiago PZK,1/5/2022,AR3N42100008,"1,866",33.6,"297,383,787","36,673","9,448,129",65.0,"467,320,988","3,360,533",,,,"595,873,581",20.0,"12,895",,14.0,"27,719",8.0,"344,197",604,"13,998","737,203",,0
I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194,45,0,107,0,0,170,A#,Major,65,46,47,12,0,13,16,I AM WOMAN,I AM WOMAN,Emmy Meli,11/19/2021,USAR12100239,"2,993",25.5,"257,984,057","57,742","17,194,990",62.0,"23,407,759","341,367","952,346","229,098,695","2,037,905,390","1,964,603,664",28.0,"36,218",455,18.0,"41,161",6.0,"18,267,210","12,861",,"1,967,790",,1
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2,393230256,54,21,57,1,0,90,E,Minor,79,79,70,57,0,66,8,Medallo,Hecho En Medellï¿½,Blessd,10/27/2021,COA6W2102282,"1,224",42.8,"452,087,681","66,494","24,042,564",65.0,"509,694,751","2,049,523","244,300","59,474,554","754,567,803","367,804,074",53.0,"31,265",145,13.0,"1,704,398",13.0,"5,561,332","3,809",,"1,414,880",,1
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015,56,8,104,0,10,78,G,Major,40,7,29,62,0,9,3,It'll Be Okay,It'll Be Okay,Shawn Mendes,12/1/2021,USUM72122321,"2,925",25.8,"344,658,498","61,117","28,999,986",65.0,"114,495,950","2,357,556","130,670","165,436,212","1,514,925,086","1,423,088,796",58.0,"50,031",97,36.0,"1,186,938",22.0,"20,569,697","3,821",,"1,497,439",,0
Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206,33,102,93,0,30,94,D,Major,57,36,58,5,0,15,3,Softcore,The Neighbourhood,The Neighbourhood,3/9/2018,USSM11800523,"3,234",24.2,"915,401,494","155,329","39,721,831",80.0,"223,385,717","2,683,841","188,807","155,773,701","1,120,661,792","94,156,143",31.0,"1,149",183,26.0,"201,960",14.0,"4,988,511","7,679",,"4,588,227",,0
Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426,52,15,35,0,1,73,D,Major,83,11,41,0,0,36,14,Super Gremlin,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,Kodak Black,10/30/2021,USAT22107295,672,58.8,"416,955,991","123,862","25,561,593",63.0,"174,009,595","1,640,732","255,281","140,081,850","1,163,709,610","32,508",65.0,"254,615",350,20.0,"126,629",24.0,"149,887,956","90,700",,"2,259,867",,1
Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126,138,24,133,0,1,176,C#,Major,73,79,86,42,0,7,18,Volvï¿,La mï¿½ï¿½sica de @Gina Yei: #ConTodoElCorazï¿½ï¿½nYMï¿½ï¿½s (Banda Sono,Didi Romero,1/11/2023,QZTJ32100010,"1,192",43.4,"47,586",60,"2,805",,"543,509,003","3,372,617",,,,"560,891,372",,,,,,,,,,136,,0
Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126,138,24,133,0,1,176,C#,Major,73,79,86,42,0,7,18,Volvï¿,Volvï¿½ï¿½ - Si,Aventura,8/3/2021,QMFME2168127,"1,833",34.0,"780,755,736","107,320","35,444,438",72.0,"89,683,527","493,296","30,301","6,103,064","49,294,071",,97.0,"39,183",129,25.0,"383,440",46.0,"69,320,555","14,510",,"1,804,089",,1
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797,188,75,268,6,16,128,D#,Minor,81,57,63,40,1,10,4,Todo De Ti,Todo De Ti,Rauw Alejandro,5/20/2021,USSD12100202,249,98.0,"1,339,352,060","188,874","76,063,128",75.0,"873,449,363","6,108,611","3,247,015","488,004,183","4,445,597,088","1,866,730,745",208.0,"102,968",295,68.0,"4,468,373",79.0,"58,740,730","23,062",,"5,640,680",,1
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717,42,2,57,0,,120,G#,Major,58,44,60,44,9,5,6,Love Nwantiti - Remix,Love Nwantiti (Remix),Dj Yo!,8/30/2019,QZHN32199953,"1,613",36.5,"596,326,288","132,469","16,068,014",66.0,"486,500,564","5,645,146",207,"55,744","928,083","2,139,300,995",59.0,"46,202",,17.0,"55,389",20.0,"3,275,263","9,051",,"15,793,119",,0
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148,63,40,76,0,0,82,D,Major,63,85,62,6,0,35,4,Smokin Out The Window,Smokin Out The Window,Bruno Mars,11/5/2021,USAT22105952,"1,121",44.9,"463,977,298","100,305","15,798,103",66.0,"219,573,887","2,918,828",946,"4,609,516","26,701,713","3,233,086,776",81.0,"188,300",388,38.0,"1,242,910",46.0,"39,063,749","21,956",,"1,849,092",,0
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203,47,14,90,0,1,95,D,Major,77,40,47,2,0,9,3,Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,3/13/2020,QMJMT2002693,"2,923",25.8,"609,716,786","136,864","31,328,182",69.0,"280,056","4,102","182,019","153,184,031","1,195,714,328",,57.0,"2,436","1,626",22.0,"24,028",18.0,"42,232,240","43,579","5,318,764","3,251,229",,1
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816,77,31,85,5,28,123,B,Minor,75,93,86,8,0,14,3,Tacones Rojos,Tacones Rojos,Sebastian Yatra,10/22/2021,USUM72119612,940,49.6,"641,756,842","80,542","23,090,494",68.0,"558,812,868","2,887,216","328,394","77,295,943","855,230,861","387,792,262",78.0,438,875,40.0,"686,168",85.0,"9,553,399","8,482","723,371","2,934,783",,0
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661,231,52,612,6,,90,,Major,63,49,68,38,0,42,18,Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,3/19/2021,USUM72102636,148,125.2,"1,612,286,123","282,719","97,390,961",74.0,"1,019,256,266","10,280,320","1,404,274","502,778,982","4,702,037,810","2,889,452,237",348.0,"569,287",789,342.0,"2,587,713",90.0,"92,111,798","90,598",,"7,848,760",,1
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713,189,166,525,9,25,110,E,Minor,73,14,57,40,0,11,5,Dakiti,Dakiti,Bad Bunny,1/1/2020,QMFME2004132,262,96.1,"1,977,947,460","245,685","56,430,031",72.0,"1,861,597,184","10,999,677","21,703","1,119,576","21,573,356","724,908,300",265.0,"202,804",241,97.0,"3,921,489",72.0,"152,205,131","46,748",,"6,091,496",,1
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487,20,4,15,1,3,96,C#,Minor,66,76,82,47,0,10,32,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,12/29/2021,UYB282101025,"3,539",22.9,"454,467,751","75,230","11,893,074",67.0,"35,155,712","250,394",2,"2,248","13,072",,18.0,"21,338",,8.0,"55,493",9.0,"16,653",94,,"826,070",,0
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353,86,76,59,0,16,98,A,Minor,73,60,85,17,0,24,5,Nostï¿½ï¿½l,Nostï¿½ï¿½lgico - Si,Rvssian,9/8/2021,USSD12100318,"1,992",32.3,"503,972,431","90,920","21,683,459",68.0,"169,044,079","1,342,959","282,700","63,965,739","544,513,130","15,679,692",77.0,"25,766",37,18.0,"126,019",31.0,"7,843,225","3,549",,"2,021,548",,1
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617,105,2,73,13,1,110,,Minor,72,67,68,0,0,14,4,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),NEIKED,9/24/2021,GBUM72106057,"1,650",36.0,"487,150,595","92,690","46,125,153",67.0,"59,271,967","654,987","170,462","164,060,365","1,449,246,797","2,593,997,397",98.0,"158,255","2,238",46.0,"3,192,150",29.0,"69,898,084","13,023",,"2,467,380",,0
Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661,43,15,116,0,,80,,Major,70,57,49,19,0,12,8,Life Goes On,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,7/17/2020,USAT22007153,424,74.8,"568,230,113","142,225","16,247,309",68.0,"531,872,316","9,887,683","8,041,280","1,122,403,923","11,938,256,726","2,159,219,012",46.0,"48,336",774,19.0,"356,456",16.0,"13,530,275","21,169",,"4,910,428",,0
Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661,43,15,116,0,,80,,Major,70,57,49,19,0,12,8,Life Goes On,BE,BTS,11/20/2020,QMBZ92051791,"1,594",36.7,"717,715,448","43,805","25,129,169",70.0,"640,225,413","19,718,272","899,627","211,335,376","1,177,171,729","246,545,164",55.0,"23,706",,15.0,"324,211",12.0,"2,059,991","7,952",,"1,991,071",,0
Butter,BTS,1,2021,5,21,4779,6,1143647827,180,135,223,0,5,110,G#,Major,79,70,36,0,0,6,11,Butter,Butter,BTS,5/21/2021,QM6MZ2156864,302,87.5,"1,257,974,135","90,160","40,533,320",70.0,"1,175,755,478","27,744,989","2,098,050","1,059,257,365","8,120,632,702","3,244,619,218",221.0,"181,961",545,43.0,"1,426,798",68.0,"23,569,614","50,520",,"4,173,408",,0
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144,54,28,43,0,0,78,C#,Minor,77,49,42,1,1,13,19,pushin P (feat. Young Thug),DRIP SEASON 4EVER,Gunna,1/7/2022,QMCE32200039,"1,291",41.4,"368,155,242","125,521","25,605,777",65.0,"99,364,654","1,057,381","3,477","2,277,982","17,698,609","234,160,263",59.0,"94,466","1,152",25.0,"560,118",32.0,"32,428,873","18,612",,"652,382",,1
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250,83,9,100,0,4,129,G#,Major,83,44,62,2,0,8,6,You Right,You Right,Doja Cat,6/24/2021,USRC12100544,713,57.4,"831,648,193","119,953","44,866,271",72.0,"379,404,120","3,991,416","67,857","51,756,150","397,005,694","812,074,154",131.0,"233,009",665,33.0,"564,789",41.0,"130,728,919","27,906",,"4,190,926",,1
deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657,117,39,141,0,46,181,A,Major,44,22,60,61,0,42,9,deja vu,deja vu,Olivia Rodrigo,4/1/2021,USUG12101240,355,81.3,"1,606,975,517","172,376","64,346,126",80.0,"638,102,695","7,847,239","1,210,842","534,102,475","3,758,269,019","2,265,662,637",206.0,"279,408",332,27.0,"76,887",49.0,"62,922,329","74,501",,"3,545,397",,1
Dynamite,BTS,1,2020,8,21,8528,5,1692897992,239,163,583,0,,114,F#,Minor,75,74,77,1,0,9,10,Dynamite,Dynamite,BTS,8/21/2020,QM7282022872,131,132.3,"1,872,577,908","144,619","51,186,002",74.0,"2,638,957,320","62,311,179","3,098,499","662,794,945","5,063,720,138","2,199,001,119",323.0,"351,169",198,355.0,"1,888,088",98.0,,,,"7,896,781",,0
Dynamite,BTS,1,2020,8,21,8528,5,1692897992,239,163,583,0,,114,F#,Minor,75,74,77,1,0,9,10,Dynamite,Rokstarr (Special Edition),Taio Cruz,1/1/2010,GBUM71003721,"2,439",28.9,"1,070,923,216","204,514","89,320,567",69.0,"576,914,505","3,412,361","79,570","20,716,110","185,228,504","169,884,547",133.0,"163,744",210,48.0,"1,160,892",36.0,"585,431,213","919,970","1,472,657","8,023,558",,0
TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641,44,0,159,0,0,144,D,Major,74,39,65,5,1,11,35,TO THE MOON,TO THE MOON,JNR CHOI,11/5/2021,QZNWW2131527,834,53.1,"274,647,899","96,137","14,188,085",60.0,"64,640,927","776,716","1,905,324","583,572,613","7,062,611,890","2,031,792,442",22.0,"161,374","2,397",16.0,"56,440",8.0,"139,439,113","21,327","3,308,660","3,786,029",,1
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174,17,5,21,0,0,84,D,Major,67,78,63,29,0,12,5,Salimo de Noche,Salimo de Noche,Tiago PZK,10/21/2021,AR3N42100003,"3,275",24.0,"315,581,950","56,373","8,132,909",59.0,"200,961,304","1,909,013","203,539","88,373,861","767,313,472","280,284,318",15.0,"5,092",,15.0,"62,708",7.0,"21,095",,,"346,879",,1
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852,237,123,569,0,10,148,F,Major,59,72,62,18,0,9,3,Leave The Door Open,Leave The Door Open,Bruno Mars,3/5/2021,USAT22100906,161,120.1,"1,312,168,384","248,793","50,068,571",75.0,"993,324,548","9,537,455","1,503,567","369,280,607","3,350,704,343","2,421,128,623",308.0,"557,867",309,120.0,"1,553,392",103.0,"149,304,590","91,366",,"10,288,388",,0
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982,45,43,45,0,3,146,F,Minor,85,22,37,13,0,7,30,Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,9/3/2021,USUG12104409,348,82.1,"732,652,170","217,189","35,225,322",72.0,"247,680,355","2,184,804","264,300","95,344,150","711,702,658","379,789,269",67.0,"3,965",443,10.0,"74,228",26.0,"96,181,566","75,646","43,754,739","2,095,961",,1
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,566954746,171,51,187,1,21,120,B,Minor,77,51,79,20,0,26,6,Don't Be Shy,Don't Be Shy - Single,Tiï¿½ï¿,8/12/2021,CYA112000981,670,58.9,"686,371,118","95,938","62,300,199",69.0,"479,721,274","3,066,965","1,500,000","146,674,018","2,298,614,237","1,914,236,734",130.0,"104,810",945,87.0,"604,339",51.0,"46,151,542","9,577",,"4,879,555",,1
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148,20,38,12,0,0,141,C#,Major,59,56,63,12,0,6,36,The Family Madrigal,Encanto (Original Motion Picture Soundtrack),Stephanie Beatriz,11/19/2021,USWD12112911,"2,698",27.1,"217,919,853","22,687","11,527,473",63.0,"351,386,257","1,758,940","189,071","135,800,782","1,067,404,078","117,035,357",19.0,714,,1.0,"81,124",9.0,"45,064,909","42,262",,"143,875",,0
Freaks,Surf Curse,1,2015,5,10,3006,3,824420218,23,21,121,0,13,180,A,Major,35,41,94,0,63,5,5,Freaks,Freaks,Surf Curse,5/15/2021,USAT22102269,791,54.6,"1,089,328,286","200,016","33,498,182",77.0,"256,738,121","4,601,685",511,"265,535","2,110,692","4,098,036",25.0,"10,305",453,11.0,"10,105",25.0,"15,296,063","15,812",,"4,341,439",,0
Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642,111,5,182,1,0,122,A#,Major,77,51,79,5,0,16,5,Acapulco,Acapulco,Jason Derulo,9/3/2021,USAT22102812,"2,608",27.6,"442,260,324","67,318","33,339,871",65.0,"83,588,626","799,248","42,377","35,703,303","310,298,540","865,166,511",65.0,"129,690",160,34.0,"1,756,415",18.0,"47,696,206","7,006","1,797,110",,,0
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248,42,70,384,0,3,85,A#,Major,59,33,52,7,15,12,3,Daddy Issues,Wiped Out!,The Neighbourhood,10/30/2015,USSM11506747,"2,627",27.5,"1,435,372,572","239,555","84,147,867",80.0,"450,121,249","5,511,534","252,108","196,480,803","1,122,697,302","8,013,039",47.0,81,,24.0,"84,882",3.0,"32,313,966","41,491",,"3,422,693",,0
ELEVEN,IVE,1,2021,12,1,521,1,247737946,17,89,11,0,0,120,A,Major,83,59,73,6,0,5,11,ELEVEN,ELEVEN,IVE,12/1/2021,KRA382163861,"2,407",29.0,"306,760,464","23,542","9,642,342",66.0,"458,931,624","5,675,068","121,090","160,432,414","1,292,286,614","174,221,581",33.0,"4,020",124,3.0,"10,722",10.0,"661,185",828,,"493,607",,0
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871,13,27,8,0,0,120,E,Major,72,54,71,26,0,10,4,What Else Can I Do?,Encanto (Original Motion Picture Soundtrack),Diane Guerrero,11/19/2021,USWD12112916,"4,186",20.7,"186,607,065","18,815","9,312,393",62.0,"278,576,205","1,476,391",,"44,231,105","371,511,075","65,338,805",14.0,220,,,,2.0,"36,298,502","27,656",,"142,768",,0
DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004,14,14,24,0,4,106,,Major,86,86,79,11,0,8,9,DANCE CRIP,DANCE CRIP,Trueno,11/17/2021,ARRWN2000082,"3,754",22.1,"265,253,887","50,642","5,259,227",61.0,"186,689,501","2,429,799","123,504","81,240,604","704,505,804","48,162,048",25.0,,,10.0,"117,988",10.0,,,,,,1
happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354,25,46,105,0,45,169,F#,Major,39,36,45,81,0,8,13,happier,SOUR,Olivia Rodrigo,5/21/2021,USUG12101247,"1,015",47.7,"1,133,535,049","116,055","29,173,011",79.0,"352,845,171","3,883,946","722,581","472,933,333","3,266,081,830","326,868,389",56.0,"20,348",,11.0,"193,230",11.0,"34,992,093","44,126",,"1,970,544",,1
Praise God,Kanye West,1,2021,8,29,4651,0,376333030,24,6,105,0,0,118,C#,Major,80,21,55,1,0,26,17,Praise God,Donda,Kanye West,8/29/2021,USUM72116287,"1,208",43.1,"451,323,154","143,071","22,968,843",67.0,"75,632,640","1,192,980","1,232,812","540,795,852","4,707,280,248","144,247,309",24.0,"1,395",182,10.0,"38,020",25.0,"14,923,065","9,847",,"3,075,257",,0
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627,43,19,73,12,0,92,G#,Minor,91,79,66,32,0,9,16,Get Into It (Yuh),Planet Her,Doja Cat,6/25/2021,USRC12101535,895,51.0,"603,196,133","97,704","24,305,145",68.0,"265,715,680","3,742,969","1,300,477","823,930,204","7,709,942,104","125,603,487",55.0,"228,888","4,500",17.0,"198,575",8.0,"53,920,294","27,170",,"2,436,551",,1
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237,205,130,625,0,25,112,D#,Major,45,19,60,63,0,9,6,Before You Go,Divinely Uninspired To a Hellish Extent (Extended Edition),Lewis Capaldi,5/17/2019,DEUM71905868,611,61.3,"1,920,784,716","211,573","106,250,249",77.0,"814,045,992","8,072,383","912,147","104,538,556","1,042,158,771","614,489,930",203.0,"1,048",68,62.0,"378,234",33.0,"198,714,579","117,124",,"12,280,979",,0
Sky,Playboi Carti,1,2020,12,25,3297,3,506778838,25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21,Sky,Whole Lotta Red,Playboi Carti,12/25/2020,USUM72024699,"1,147",44.3,"710,319,373","209,136","30,701,216",74.0,"183,959,519","2,671,075","154,135","62,458,934","363,975,031","280,367,116",31.0,"1,582",59,10.0,"187,089",14.0,"2,766,036","16,909",,"1,537,393",,1
Sobrio,Maluma,1,2021,7,8,3506,10,513643924,103,76,100,1,1,178,F,Major,76,63,77,14,0,15,22,Sobrio,Sobrio,Maluma,7/8/2021,USSD12100322,908,50.6,"600,199,930","66,655","24,281,295",64.0,"743,954,914","2,817,472","189,200","19,480,120","254,681,143","484,483,790",95.0,"45,992",66,26.0,"1,933,432",59.0,"41,992,168","9,863",,"1,823,474",,0
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503,60,17,154,0,22,108,G,Minor,96,71,42,57,0,8,9,Peru,#NAME?,Fireboy DML,1/1/2020,USUYG1403104,"2,880",26.0,"316,588,910","82,524","14,617,198",62.0,"276,127,028","1,891,292","94,341","17,340,575","291,943,987","3,517,765,335",62.0,"158,998","1,457",23.0,"600,381",49.0,"19,592,967","8,768",,"4,534,741",,1
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581,20,21,99,0,7,173,A,Major,40,19,29,86,0,34,4,favorite crime,SOUR,Olivia Rodrigo,5/21/2021,USUG12101249,"1,564",37.1,"1,058,390,692","110,900","40,458,627",79.0,"168,012,952","2,303,100","484,906","272,858,091","1,391,309,287","6,804,015",50.0,935,190,18.0,"193,186",18.0,"30,068,132","30,931",,"1,174,650",,0
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058,54,16,259,0,13,101,C#,Major,67,40,90,3,0,34,6,Thunder,Thunder,Imagine Dragons,4/27/2017,USUM71704167,203,106.9,"2,384,768,901","244,951","88,329,475",79.0,"2,707,166,590","16,780,231","1,839,173","79,131,934","906,537,912","222,980,374",225.0,"273,249",509,226.0,"1,148,532",43.0,"688,060,560","1,104,391",,"13,844,050",,0
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058,54,16,259,0,13,101,C#,Major,67,40,90,3,0,34,6,Thunder,Thunder,Gabry Ponte,5/7/2021,ITV952100014,"1,582",36.8,"551,090,518","146,088","68,848,253",75.0,"159,774,916","1,105,668",391,"24,033","361,365","31,798,902",47.0,"6,513",,37.0,"851,965",25.0,"8,469,326","3,654",,"3,084,343",,0
The Business,Tiï¿½ï¿,1,2020,1,1,14311,0,1062345656,255,32,582,0,14,120,G#,Minor,80,24,62,41,2,11,23,The Business,The Business,Tiï¿½ï¿,9/16/2020,CYA112000624,381,78.3,"1,191,635,193","255,697","78,272,032",70.0,"539,885,283","4,027,102","777,092","73,955,191","1,435,552,956","462,516,169",362.0,"277,419",484,216.0,"3,941,324",41.0,"108,360,279","53,852","140,470","9,642,311",,0
positions,Ariana Grande,1,2020,10,23,8207,0,1252563873,175,55,95,0,2,144,,Major,73,66,80,44,0,9,12,positions,positions,Ariana Grande,10/23/2020,USUM72019412,368,80.0,"1,432,830,108","139,215","53,934,095",74.0,"778,340,255","10,401,273","1,268,910","254,276,140","1,984,520,688","1,958,337,600",283.0,"599,336",639,43.0,"242,610",50.0,"90,015,866","39,920",,"3,299,253",,1
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,0,851070493,65,88,434,3,13,133,C#,Major,75,96,61,0,0,18,4,I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I,Mï¿½ï¿½ne,3/19/2021,ITB002100115,558,64.4,"1,053,626,902","240,281","35,343,056",77.0,"286,243,073","5,394,802","415,619","226,005,917","1,755,214,047","275,474,626",117.0,"53,353",185,50.0,"1,407,171",44.0,"18,935,940","25,775",,"6,698,043",,1
The Feels,TWICE,1,2021,10,1,1150,0,345903614,20,99,44,0,2,120,A,Major,81,92,90,9,0,8,7,The Feels,The Feels,TWICE,10/1/2021,US5TA2100080,"1,346",40.5,"431,638,330","43,727","10,543,105",66.0,"564,641,494","7,674,539","641,703","351,794,036","2,323,894,242","91,545,454",33.0,"10,156",174,7.0,"164,797",37.0,"2,078,193","4,119",,"910,474",,0
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266,92,127,"1,219",0,62,102,G,Major,74,45,89,5,0,26,13,No Lie,Dua Lipa (Complete Edition),Sean Paul,1/1/2015,GBUM71604557,"1,384",39.8,"1,162,659,862","180,669","44,962,652",76.0,"1,613,180,283","10,775,520","1,238,811","118,826,179","1,580,838,186","537,164,148",86.0,"43,960",15,58.0,"333,855",18.0,"20,537,955","19,010","987,933","13,852,674",,0
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004,122,11,201,0,1,124,G#,Minor,79,79,84,2,0,5,5,OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,8/13/2021,UK4ZF2100518,"2,218",30.4,"509,445,605","105,947","68,408,965",68.0,"21,324,881","168,696","2,521","849,518","16,050,371",,124.0,"105,328",307,72.0,"1,755,222",37.0,"5,977,100","1,482",,"3,151,561",,0
2055,Sleepy hallow,1,2021,4,14,2226,0,624515457,29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31,2055,2055,Sleepy Hallow,4/14/2021,USRC12100442,488,69.7,"811,700,245","195,603","31,185,690",77.0,"168,936,854","1,450,642","321,061","90,460,360","752,325,431","214,637,799",39.0,"5,018",232,18.0,"217,873",8.0,"7,644,784","21,061","66,695,368","925,014",,1
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110,146,18,478,0,7,150,E,Minor,78,47,70,18,0,15,9,Astronaut In The Ocean,Astronaut In The Ocean (International Remixes),Masked Wolf,1/1/2019,USAT22100017,486,70.0,"1,251,675,613","233,472","41,467,312",67.0,"1,001,433,936","13,378,087","149,047","21,845,741","338,873,585","559,326,384",245.0,"263,773","1,544",65.0,"1,861,112",35.0,"317,474,727","297,850",,"14,636,399",,1
