track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661,231,52,90,Major,63,49,68,38,0,42,18,Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,3/19/2021,USUM72102636,148,125.2,"1,612,286,123","282,719","97,390,961",74.0,1019256266.0,10280320.0,1404274.0,502778982.0,4702037810.0
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713,189,166,110,Minor,73,14,57,40,0,11,5,Dakiti,Dakiti,Bad Bunny,1/1/2020,QMFME2004132,262,96.1,"1,977,947,460","245,685","56,430,031",72.0,1861597184.0,10999677.0,21703.0,1119576.0,21573356.0
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487,20,4,96,Minor,66,76,82,47,0,10,32,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,12/29/2021,UYB282101025,"3,539",22.9,"454,467,751","75,230","11,893,074",67.0,35155712.0,250394.0,2.0,2248.0,13072.0
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353,86,76,98,Minor,73,60,85,17,0,24,5,Nostï¿½ï¿½l,Nostï¿½ï¿½lgico - Si,Rvssian,9/8/2021,USSD12100318,"1,992",32.3,"503,972,431","90,920","21,683,459",68.0,169044079.0,1342959.0,282700.0,63965739.0,544513130.0
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617,105,2,110,Minor,72,67,68,0,0,14,4,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),NEIKED,9/24/2021,GBUM72106057,"1,650",36.0,"487,150,595","92,690","46,125,153",67.0,59271967.0,654987.0,170462.0,164060365.0,1449246797.0
Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661,43,15,80,Major,70,57,49,19,0,12,8,Life Goes On,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,7/17/2020,USAT22007153,424,74.8,"568,230,113","142,225","16,247,309",68.0,531872316.0,9887683.0,8041280.0,1122403923.0,11938256726.0
Butter,BTS,1,2021,5,21,4779,6,1143647827,180,135,110,Major,79,70,36,0,0,6,11,Butter,Butter,BTS,5/21/2021,QM6MZ2156864,302,87.5,"1,257,974,135","90,160","40,533,320",70.0,1175755478.0,27744989.0,2098050.0,1059257365.0,8120632702.0
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144,54,28,78,Minor,77,49,42,1,1,13,19,pushin P (feat. Young Thug),DRIP SEASON 4EVER,Gunna,1/7/2022,QMCE32200039,"1,291",41.4,"368,155,242","125,521","25,605,777",65.0,99364654.0,1057381.0,3477.0,2277982.0,17698609.0
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250,83,9,129,Major,83,44,62,2,0,8,6,You Right,You Right,Doja Cat,6/24/2021,USRC12100544,713,57.4,"831,648,193","119,953","44,866,271",72.0,379404120.0,3991416.0,67857.0,51756150.0,397005694.0
deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657,117,39,181,Major,44,22,60,61,0,42,9,deja vu,deja vu,Olivia Rodrigo,4/1/2021,USUG12101240,355,81.3,"1,606,975,517","172,376","64,346,126",80.0,638102695.0,7847239.0,1210842.0,534102475.0,3758269019.0
Dynamite,BTS,1,2020,8,21,8528,5,1692897992,239,163,114,Minor,75,74,77,1,0,9,10,Dynamite,Dynamite,BTS,8/21/2020,QM7282022872,131,132.3,"1,872,577,908","144,619","51,186,002",74.0,2638957320.0,62311179.0,3098499.0,662794945.0,5063720138.0
TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641,44,0,144,Major,74,39,65,5,1,11,35,TO THE MOON,TO THE MOON,JNR CHOI,11/5/2021,QZNWW2131527,834,53.1,"274,647,899","96,137","14,188,085",60.0,64640927.0,776716.0,1905324.0,583572613.0,7062611890.0
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174,17,5,84,Major,67,78,63,29,0,12,5,Salimo de Noche,Salimo de Noche,Tiago PZK,10/21/2021,AR3N42100003,"3,275",24.0,"315,581,950","56,373","8,132,909",59.0,200961304.0,1909013.0,203539.0,88373861.0,767313472.0
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852,237,123,148,Major,59,72,62,18,0,9,3,Leave The Door Open,Leave The Door Open,Bruno Mars,3/5/2021,USAT22100906,161,120.1,"1,312,168,384","248,793","50,068,571",75.0,993324548.0,9537455.0,1503567.0,369280607.0,3350704343.0
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982,45,43,146,Minor,85,22,37,13,0,7,30,Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,9/3/2021,USUG12104409,348,82.1,"732,652,170","217,189","35,225,322",72.0,247680355.0,2184804.0,264300.0,95344150.0,711702658.0
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,566954746,171,51,120,Minor,77,51,79,20,0,26,6,Don't Be Shy,Don't Be Shy - Single,Tiï¿½ï¿,8/12/2021,CYA112000981,670,58.9,"686,371,118","95,938","62,300,199",69.0,479721274.0,3066965.0,1500000.0,146674018.0,2298614237.0
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148,20,38,141,Major,59,56,63,12,0,6,36,The Family Madrigal,Encanto (Original Motion Picture Soundtrack),Stephanie Beatriz,11/19/2021,USWD12112911,"2,698",27.1,"217,919,853","22,687","11,527,473",63.0,351386257.0,1758940.0,189071.0,135800782.0,1067404078.0
Freaks,Surf Curse,1,2015,5,10,3006,3,824420218,23,21,180,Major,35,41,94,0,63,5,5,Freaks,Freaks,Surf Curse,5/15/2021,USAT22102269,791,54.6,"1,089,328,286","200,016","33,498,182",77.0,256738121.0,4601685.0,511.0,265535.0,2110692.0
Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642,111,5,122,Major,77,51,79,5,0,16,5,Acapulco,Acapulco,Jason Derulo,9/3/2021,USAT22102812,"2,608",27.6,"442,260,324","67,318","33,339,871",65.0,83588626.0,799248.0,42377.0,35703303.0,310298540.0
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248,42,70,85,Major,59,33,52,7,15,12,3,Daddy Issues,Wiped Out!,The Neighbourhood,10/30/2015,USSM11506747,"2,627",27.5,"1,435,372,572","239,555","84,147,867",80.0,450121249.0,5511534.0,252108.0,196480803.0,1122697302.0
ELEVEN,IVE,1,2021,12,1,521,1,247737946,17,89,120,Major,83,59,73,6,0,5,11,ELEVEN,ELEVEN,IVE,12/1/2021,KRA382163861,"2,407",29.0,"306,760,464","23,542","9,642,342",66.0,458931624.0,5675068.0,121090.0,160432414.0,1292286614.0
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871,13,27,120,Major,72,54,71,26,0,10,4,What Else Can I Do?,Encanto (Original Motion Picture Soundtrack),Diane Guerrero,11/19/2021,USWD12112916,"4,186",20.7,"186,607,065","18,815","9,312,393",62.0,278576205.0,1476391.0,961638.3856,44231105.0,371511075.0
DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004,14,14,106,Major,86,86,79,11,0,8,9,DANCE CRIP,DANCE CRIP,Trueno,11/17/2021,ARRWN2000082,"3,754",22.1,"265,253,887","50,642","5,259,227",61.0,186689501.0,2429799.0,123504.0,81240604.0,704505804.0
happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354,25,46,169,Major,39,36,45,81,0,8,13,happier,SOUR,Olivia Rodrigo,5/21/2021,USUG12101247,"1,015",47.7,"1,133,535,049","116,055","29,173,011",79.0,352845171.0,3883946.0,722581.0,472933333.0,3266081830.0
Praise God,Kanye West,1,2021,8,29,4651,0,376333030,24,6,118,Major,80,21,55,1,0,26,17,Praise God,Donda,Kanye West,8/29/2021,USUM72116287,"1,208",43.1,"451,323,154","143,071","22,968,843",67.0,75632640.0,1192980.0,1232812.0,540795852.0,4707280248.0
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627,43,19,92,Minor,91,79,66,32,0,9,16,Get Into It (Yuh),Planet Her,Doja Cat,6/25/2021,USRC12101535,895,51.0,"603,196,133","97,704","24,305,145",68.0,265715680.0,3742969.0,1300477.0,823930204.0,7709942104.0
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237,205,130,112,Major,45,19,60,63,0,9,6,Before You Go,Divinely Uninspired To a Hellish Extent (Extended Edition),Lewis Capaldi,5/17/2019,DEUM71905868,611,61.3,"1,920,784,716","211,573","106,250,249",77.0,814045992.0,8072383.0,912147.0,104538556.0,1042158771.0
Sky,Playboi Carti,1,2020,12,25,3297,3,506778838,25,3,140,Major,79,56,91,26,0,13,21,Sky,Whole Lotta Red,Playboi Carti,12/25/2020,USUM72024699,"1,147",44.3,"710,319,373","209,136","30,701,216",74.0,183959519.0,2671075.0,154135.0,62458934.0,363975031.0
Sobrio,Maluma,1,2021,7,8,3506,10,513643924,103,76,178,Major,76,63,77,14,0,15,22,Sobrio,Sobrio,Maluma,7/8/2021,USSD12100322,908,50.6,"600,199,930","66,655","24,281,295",64.0,743954914.0,2817472.0,189200.0,19480120.0,254681143.0
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503,60,17,108,Minor,96,71,42,57,0,8,9,Peru,#NAME?,Fireboy DML,1/1/2020,USUYG1403104,"2,880",26.0,"316,588,910","82,524","14,617,198",62.0,276127028.0,1891292.0,94341.0,17340575.0,291943987.0
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581,20,21,173,Major,40,19,29,86,0,34,4,favorite crime,SOUR,Olivia Rodrigo,5/21/2021,USUG12101249,"1,564",37.1,"1,058,390,692","110,900","40,458,627",79.0,168012952.0,2303100.0,484906.0,272858091.0,1391309287.0
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058,54,16,101,Major,67,40,90,3,0,34,6,Thunder,Thunder,Imagine Dragons,4/27/2017,USUM71704167,203,106.9,"2,384,768,901","244,951","88,329,475",79.0,2707166590.0,16780231.0,1839173.0,79131934.0,906537912.0
The Business,Tiï¿½ï¿,1,2020,1,1,14311,0,1062345656,255,32,120,Minor,80,24,62,41,2,11,23,The Business,The Business,Tiï¿½ï¿,9/16/2020,CYA112000624,381,78.3,"1,191,635,193","255,697","78,272,032",70.0,539885283.0,4027102.0,777092.0,73955191.0,1435552956.0
positions,Ariana Grande,1,2020,10,23,8207,0,1252563873,175,55,144,Major,73,66,80,44,0,9,12,positions,positions,Ariana Grande,10/23/2020,USUM72019412,368,80.0,"1,432,830,108","139,215","53,934,095",74.0,778340255.0,10401273.0,1268910.0,254276140.0,1984520688.0
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,0,851070493,65,88,133,Major,75,96,61,0,0,18,4,I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I,Mï¿½ï¿½ne,3/19/2021,ITB002100115,558,64.4,"1,053,626,902","240,281","35,343,056",77.0,286243073.0,5394802.0,415619.0,226005917.0,1755214047.0
The Feels,TWICE,1,2021,10,1,1150,0,345903614,20,99,120,Major,81,92,90,9,0,8,7,The Feels,The Feels,TWICE,10/1/2021,US5TA2100080,"1,346",40.5,"431,638,330","43,727","10,543,105",66.0,564641494.0,7674539.0,641703.0,351794036.0,2323894242.0
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266,92,127,102,Major,74,45,89,5,0,26,13,No Lie,Dua Lipa (Complete Edition),Sean Paul,1/1/2015,GBUM71604557,"1,384",39.8,"1,162,659,862","180,669","44,962,652",76.0,1613180283.0,10775520.0,1238811.0,118826179.0,1580838186.0
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004,122,11,124,Minor,79,79,84,2,0,5,5,OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,8/13/2021,UK4ZF2100518,"2,218",30.4,"509,445,605","105,947","68,408,965",68.0,21324881.0,168696.0,2521.0,849518.0,16050371.0
2055,Sleepy hallow,1,2021,4,14,2226,0,624515457,29,0,161,Minor,78,65,52,46,0,12,31,2055,2055,Sleepy Hallow,4/14/2021,USRC12100442,488,69.7,"811,700,245","195,603","31,185,690",77.0,168936854.0,1450642.0,321061.0,90460360.0,752325431.0
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110,146,18,150,Minor,78,47,70,18,0,15,9,Astronaut In The Ocean,Astronaut In The Ocean (International Remixes),Masked Wolf,1/1/2019,USAT22100017,486,70.0,"1,251,675,613","233,472","41,467,312",67.0,1001433936.0,13378087.0,149047.0,21845741.0,338873585.0
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175,101,12,105,Major,76,58,84,10,0,13,10,Ley Seca,Ley Seca,Jhay Cortez,9/2/2021,USUM72113444,"2,462",28.7,"412,597,562","80,841","20,936,024",66.0,209120821.0,1034481.0,54784.0,15795689.0,201664757.0
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626,30,2,79,Major,63,76,67,38,0,6,4,Every Summertime,Every Summertime,NIKI,8/10/2021,USUM72114018,"2,346",29.5,"383,171,089","60,923","13,164,145",70.0,88319558.0,994946.0,1733862.0,271687291.0,2493175114.0
you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974,167,19,124,Major,64,8,37,79,0,9,5,you broke me first,you broke me first,Tate McRae,4/17/2020,USRC12000832,409,75.6,"1,439,465,700","169,076","47,204,234",77.0,706284693.0,7820244.0,880567.0,188771287.0,1383885042.0
The Nights,Avicii,1,2014,1,1,17354,8,1456081449,92,122,126,Major,53,66,85,2,0,24,4,The Nights,Full Circle: The Live Anthology,Avicii,11/20/2011,CH3131340464,"1,680",35.6,"1,780,761,618","306,987","80,839,124",79.0,1147006109.0,12229051.0,3069701.0,317503477.0,3389115337.0
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871,144,30,136,Minor,80,33,60,0,0,32,14,Way 2 Sexy (with Future & Young Thug),Certified Lover Boy,Drake,9/3/2021,USUG12104403,555,64.7,"559,759,920","159,492","30,567,448",67.0,190901062.0,2026532.0,763500.0,263361535.0,2410691959.0
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,2636,3,465959382,36,82,102,Minor,77,26,63,58,0,11,5,Cï¿½ï¿½,VICE VERSA,Rauw Alejandro,6/25/2021,USSD12100296,"2,215",30.4,"596,905,923","83,179","20,128,974",76.0,132634826.0,1011336.0,803336.0,177757652.0,1408309850.0
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149,8,8,77,Major,73,54,74,23,0,41,23,Enemy - from the series Arcane League of Legends,Enemy (from the series Arcane League of Legends),Imagine Dragons,10/27/2021,USUM72120989,"2,728",26.9,"313,209,345","57,092","6,389,142",65.0,443194213.28134555,4046645.142419602,33762.0,17669829.0,145431218.0
Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672,533,167,98,Minor,82,54,59,69,0,18,10,Dance Monkey,Dance Monkey,Tones And I,5/10/2019,QZES71982312,40,214.5,"3,071,214,106","375,201","64,901,153",71.0,3366447481.0,27240268.0,10342366.0,393814740.0,5861939942.0
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111,188,34,84,Minor,44,22,48,38,0,33,24,Lucid Dreams,Lucid Dreams,Juice WRLD,5/4/2018,USUG11800685,150,123.9,"2,548,389,305","339,306","75,858,140",78.0,987143411.0,9384427.0,1900813.0,44442433.0,338071383.0
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549,92,34,102,Major,89,77,82,3,0,17,11,Quï¿½ï¿½ Mï¿½ï¿,Quï¿½ï¿½ Mï¿½ï¿,J Balvin,5/28/2021,QZM5U2100064,552,65.3,"811,810,737","117,049","31,186,381",67.0,874107993.0,4127669.0,914703.0,200383930.0,1748578220.0
All of Me,John Legend,1,2013,8,1,27221,0,2086124197,308,118,120,Major,42,33,26,92,0,13,3,All of Me,Love In The Future (South Africa Tour Edition),John Legend,1/1/2012,USSM11303954,487,69.8,"2,382,407,025","259,202","144,805,002",80.0,3064193777.0,17820289.0,536497.0,59268693.0,643209321.0
Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132,107,47,72,Minor,45,27,33,82,0,14,4,Arcade,Arcade,Duncan Laurence,3/7/2019,NL1TK1900001,"1,029",47.4,"1,184,536,529","199,838","52,970,224",69.0,439603979.0,6566306.0,1458534.0,698504294.0,6956515458.0
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618,118,116,168,Major,67,29,47,5,0,22,26,Fair Trade (with Travis Scott),Certified Lover Boy,Drake,9/3/2021,USUG12104402,708,57.6,"819,136,167","220,374","42,648,915",75.0,173633158.0,1399290.0,66599.0,33795573.0,327393753.0
Bar,"Tini, L-Gante",2,2021,11,11,755,4,200972675,22,3,94,Major,52,68,69,13,0,33,8,Bar,Bar,TINI,11/11/2021,USHR12142718,"3,487",23.1,"231,155,441","33,491","8,783,650",54.0,314218837.0,1831905.0,155.0,4004.0,72618.0
Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704,306,99,148,Major,35,24,93,0,0,10,8,Mr. Brightside,Hot Fuss,The Killers,1/1/2004,USIR20400274,"3,346",23.7,"2,174,022,106","326,294","118,562,432",81.0,183968852.0,1687112.0,95566.0,41707356.0,294739225.0
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,528544703,93,5,172,Minor,74,79,66,11,0,8,16,AM Remix,AM Remix,Nio Garcia,6/24/2021,QMBZ92185047,"2,956",25.6,"571,325,612","91,249","39,134,041",66.0,71477120.0,340270.0,50.0,995.0,20390.0
Streets,Doja Cat,1,2019,11,7,5728,0,865640097,85,87,90,Major,75,19,46,21,4,34,8,Streets,Hot Pink,Doja Cat,11/7/2019,USRC11903460,686,58.3,"1,056,939,084","154,003","62,848,076",75.0,702463556.0,8269225.0,1629600.0,573666785.0,3347862526.0
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687,368,155,96,Major,57,30,40,38,0,26,3,Shallow,Shallow,Lady Gaga,9/27/2018,USUM71813192,204,106.9,"2,447,973,078","221,822","90,174,192",78.0,2732311956.0,15274815.0,52698.0,11103476.0,168789459.0
Polaroid Love,ENHYPEN,1,2022,1,10,461,0,211372494,10,56,138,Minor,74,65,67,46,0,36,4,Polaroid Love,DIMENSION : ANSWER,ENHYPEN,1/10/2022,USA2P2146748,"4,102",21.0,"283,455,095","30,103","7,031,163",68.0,153119745.0,2763024.0,574323.0,302839855.0,2468865989.0
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901,143,24,120,Major,72,67,72,0,0,13,4,Leave Before You Love Me (with Jonas Brothers),Summer 2021,Marshmello,4/28/2021,USUG12102313,810,53.9,"844,630,935","94,185","54,080,564",74.0,269892715.0,2020373.0,71293.0,17326017.0,182430905.0
Permission to Dance,BTS,1,2021,7,9,1801,2,608334048,77,134,125,Major,70,65,74,1,0,34,4,Permission to Dance,Butter / Permission to Dance,BTS,7/9/2021,QMFME2102684,728,56.8,"675,763,141","43,682","27,994,315",68.0,881072427.0,29073682.0,1450747.0,511168140.0,3653167411.0
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573,209,54,123,Major,82,80,86,1,0,30,13,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton,1/15/2021,GBCEN2000163,577,63.3,"979,440,925","257,132","93,789,915",72.0,43045405.0,285558.0,419400.0,21243042.0,269812694.0
RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345,141,12,81,Major,79,44,54,41,0,13,24,RAPSTAR,RAPSTAR,Polo G,4/9/2021,USSM12101640,615,61.2,"923,823,292","218,155","31,818,910",72.0,300905049.0,3235053.0,147432.0,71450602.0,619442138.0
'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020,78,46,171,Major,55,10,85,7,0,8,20,'Till I Collapse,The Eminem Show,Eminem,5/26/2002,USIR10211066,"2,651",27.4,"1,958,809,069","282,888","74,055,843",79.0,1463549979.0,10918289.0,41045.0,6151095.0,54356279.0
Memories,Maroon 5,1,2019,9,20,9974,2,1759567999,272,67,91,Major,77,60,32,84,0,8,5,Memories,Memories,Maroon 5,9/20/2019,USUM71913350,194,109.3,"2,011,072,164","222,804","49,920,599",77.0,1290292327.0,11720744.0,2377898.0,155233360.0,1458416059.0
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223319934,72,0,84,Minor,56,61,76,10,0,14,11,Se Le Ve,"Se Le Ve (feat. Justin Quiles, Arcangel, De La Ghetto, Lenny Tavï¿½ï¿½rez & Dï¿½ï¿½melo Flow) ",Dï¿½ï¿½melo ,8/12/2021,QM9WM2100063,"2,332",29.6,"240,138,585","43,572","11,285,970",56.0,200632603.0,1367067.0,1845758.0,267131680.0,3307238247.0
Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090,61,23,92,Major,85,92,54,16,0,29,7,Miï¿½ï¿½n,Miï¿½ï¿½n,TINI,4/29/2021,USHR12141512,742,56.3,"723,722,454","79,670","35,967,048",73.0,869498397.0,4948905.0,916770.0,122604577.0,1607695575.0
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177129919,30,26,90,Minor,63,75,75,17,0,11,8,Sï¿½ï¿½,Sï¿½ï¿½,Anuel AA,11/18/2021,QMDA62184373,"3,771",22.0,"200,764,254","45,002","9,737,159",57.0,217898959.0,1101215.0,21898.0,1749382.0,28799405.0
MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492,151,102,94,Minor,84,90,70,9,0,14,8,MAMIII,MAMIII,Becky G,2/10/2022,USRC12200425,337,83.1,"911,797,058","80,109","53,928,265",74.0,628307968.0,4924401.0,1741513.0,267846050.0,3410691967.0
Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364,76,0,180,Minor,35,23,61,23,0,19,6,Boyfriend,Boyfriend,Dove Cameron,2/11/2022,USQX92200693,774,55.1,"637,836,235","96,878","50,739,981",68.0,182917309.0,3547237.0,488047.0,311431134.0,1955825500.0
Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342,119,6,184,Major,69,91,63,11,0,9,31,Light Switch,Light Switch (Instrumental),Charlie Puth,1/19/2022,USAT22107359,782,54.7,"593,554,969","84,288","17,284,885",67.0,284499511.0,3909648.0,506518.0,475880505.0,4729678365.0
In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675,235,106,90,Minor,90,79,71,26,0,7,37,In Da Club,Q-music Top 500 Van Deze Eeuw - 2011,50 Cent,8/26/2011,NLD141100088,"3,981",21.4,"10,163,724",11,111,70.27465857359635,2248807705.0,13922683.0,961638.3856,192319298.00158226,1959827354.2515824
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054,105,12,160,Minor,61,65,64,1,0,12,4,she's all i wanna be,she's all i wanna be,Tate McRae,2/4/2022,USRC12103120,"1,324",40.8,"452,628,341","58,658","18,026,092",71.0,107628561.0,1112016.0,47261.0,27518167.0,230696336.0
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997,13,0,115,Major,60,37,71,8,0,48,4,Ginseng Strip 2002,Lavender - Single,Yung Lean,1/1/2013,SEY491300006,"4,202",20.6,"276,992,369","105,690","11,367,953",64.0,126116178.0,2585938.0,8515109.0,1684766527.0,17759263793.0
Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627,22,13,160,Major,31,30,88,7,0,8,8,Notion,Futureproof,The Rare Occasions,8/5/2016,USHM21617726,"3,325",23.8,"597,718,233","172,980","21,596,820",76.0,152225528.0,2379610.0,427031.0,256949531.0,1985146213.0
Formula,Labrinth,1,2019,10,4,3444,7,554875730,24,85,145,Major,57,23,66,4,6,15,4,Formula,Euphoria (Original Score from the HBO Series),Labrinth,10/4/2019,USQX91902497,"4,034",21.2,"836,491,531","114,619","24,572,791",79.0,95215206.0,1310860.0,194090.0,197169982.0,1679330230.0
Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006,45,1,89,Minor,46,43,43,23,8,8,22,Mount Everest,Mount Everest,Labrinth,6/21/2019,GBHMU1800032,"2,734",26.9,"612,159,812","128,472","33,056,872",72.0,218832200.0,3089060.0,911853.0,458425066.0,3490816416.0
Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548,11,0,160,Major,60,47,62,3,0,38,4,Cigarettes,Fighting Demons (Extended Edition),Juice WRLD,12/10/2021,USUG12200313,"4,381",20.0,"233,582,276","70,988","10,942,850",64.0,35114944.0,551931.0,14725.0,1119551.0,13572005.0
